Evaluador,TipoAudifono,MarcaReferencia,Marca,Referencia
Innerfidelity,over-ear,Audio-Technica ATH-MSR7NC (ANC on),Audio-Technica,ATH-MSR7NC
Rtings,over-ear,Audio-Technica ATH-R70x,Audio-Technica,ATH-R70x
Harpo,in-ear,Beats Powerbeats Pro,Beats,Powerbeats Pro
Innerfidelity,over-ear,Beats Solo,Beats,Solo
Innerfidelity,over-ear,"Beats Solo3 (2016, wireless)",Beats,Solo3
Rtings,in-ear,Beats Studio Buds,Beats,Studio Buds
Rtings,over-ear,Beats Studio3 Wireless,Beats,Studio3 Wireless
Rtings,over-ear,Beyerdynamic Amiron Wireless,Beyerdynamic,Amiron Wireless
Innerfidelity,over-ear,Beyerdynamic Custom One Pro (step 4),Beyerdynamic,Custom One Pro
oratory1990,over-ear,Beyerdynamic DT 1770 (velour earpads),Beyerdynamic,DT 1770
oratory1990,over-ear,Beyerdynamic DT 1990 (balanced earpads),Beyerdynamic,DT 1990
Innerfidelity,over-ear,Beyerdynamic DT 250 (250 Ohm),Beyerdynamic,DT 250
oratory1990,over-ear,Beyerdynamic DT 700 Pro X,Beyerdynamic,DT 700 Pro X
oratory1990,over-ear,Beyerdynamic DT 770 Pro,Beyerdynamic,DT 770 Pro
Innerfidelity,over-ear,Beyerdynamic DT 880 (250 Ohm),Beyerdynamic,DT 880
oratory1990,over-ear,Beyerdynamic DT 900 Pro X,Beyerdynamic,DT 900 Pro X
oratory1990,over-ear,Beyerdynamic DT 990 (worn earpads),Beyerdynamic,DT 990
Rtings,over-ear,Beyerdynamic DT 990 Pro,Beyerdynamic,DT 990 Pro
oratory1990,over-ear,Beyerdynamic MMX 300 (Dekoni Choice leather earpads),Beyerdynamic,MMX 300
Innerfidelity,over-ear,Beyerdynamic T1,Beyerdynamic,T1
Innerfidelity,over-ear,Beyerdynamic T50p (sample A),Beyerdynamic,T50p
Innerfidelity,over-ear,Beyerdynamic T5p,Beyerdynamic,T5p
Innerfidelity,over-ear,Beyerdynamic T70 (sample 1),Beyerdynamic,T70
Innerfidelity,over-ear,Bose QuietComfort 20,Bose,QuietComfort 20
Innerfidelity,over-ear,Bose QuietComfort 25,Bose,QuietComfort 25
Innerfidelity,over-ear,Bose QuietComfort 35 (wireless),Bose,QuietComfort 35
oratory1990,over-ear,Bose QuietComfort 45,Bose,QuietComfort 45
Innerfidelity,over-ear,Denon AH-D2000 (JMoney earpads),Denon,AH-D2000
Headphone.com Legacy,over-ear,Denon AH-D5000,Denon,AH-D5000
Headphone.com Legacy,over-ear,Denon AH-D7000,Denon,AH-D7000
RikudouGoku,in-ear,DUNU EST 112,DUNU,EST 112
Hi End Portable,in-ear,DUNU Falcon Pro (Transparency filter),DUNU,Falcon Pro
freeryder05,in-ear,DUNU Falcon Ultra (gold nozzle),DUNU,Falcon Ultra
Kazi,in-ear,DUNU Kima,DUNU,Kima
Jaytiss,in-ear,DUNU SA6 MK2,DUNU,SA6 MK2
Super Review,in-ear,DUNU SA6 Ultra (atmospheric immersion mode),DUNU,SA6 Ultra
Super Review,in-ear,DUNU Talos (BA off),DUNU,Talos
Hi End Portable,in-ear,DUNU Titan S,DUNU,Titan S
Super Review,in-ear,DUNU Vulkan,DUNU,Vulkan
Super Review,in-ear,DUNU Zen,DUNU,Zen
Super Review,in-ear,FiiO FD3 (stock nozzle),FiiO,FD3
RikudouGoku,in-ear,FiiO FD5 (narrow nozzle),FiiO,FD5
Kazi,in-ear,FiiO FD7,FiiO,FD7
kr0mka,earbud,FiiO FF1,FiiO,FF1
Super Review,in-ear,FiiO FH15 (treble nozzle),FiiO,FH15
Harpo,in-ear,FiiO FH5,FiiO,FH5
RikudouGoku,in-ear,FiiO FH5s (off-off-off),FiiO,FH5s
Super Review,in-ear,FiiO FH7s (balanced nozzle),FiiO,FH7s
Kuulokenurkka,over-ear,FiiO FT3 (suede earpads),FiiO,FT3
Super Review,over-ear,FiiO FT5 (pleather earpads),FiiO,FT5
Super Review,in-ear,Final Audio E1000 (Final Audio Type E eartips),Final Audio,E1000
Kazi,in-ear,Final Audio E3000,Final Audio,E3000
oratory1990,in-ear,Final Audio E500,Final Audio,E500
oratory1990,in-ear,Final Audio E5000,Final Audio,E5000
Kazi,in-ear,Final Audio VR3000,Final Audio,VR3000
Innerfidelity,over-ear,Grado RS1e (yellow earpads),Grado,RS1e
Innerfidelity,over-ear,Grado SR225i (reverse bowl earpads),Grado,SR225i
HypetheSonics,over-ear,Grado SR325e,Grado,SR325e
oratory1990,over-ear,Grado SR60e,Grado,SR60e
Kuulokenurkka,over-ear,HIFIMAN Ananda,HIFIMAN,Ananda
oratory1990,over-ear,HIFIMAN Edition X,HIFIMAN,Edition X
oratory1990,over-ear,HIFIMAN Edition XS,HIFIMAN,Edition XS
oratory1990,over-ear,HIFIMAN HE400i (2016),HIFIMAN,HE400i
Kuulokenurkka,over-ear,HIFIMAN HE400se,HIFIMAN,HE400se
Innerfidelity,over-ear,HIFIMAN HE6,HIFIMAN,HE6
Rtings,over-ear,HIFIMAN Sundara (post-2020 earpads),HIFIMAN,Sundara
Auriculares Argentina,over-ear,HIFIMAN Sundara Closed-Back,HIFIMAN,Sundara Closed-Back
Innerfidelity,over-ear,"JBL Everest Elite 700 (wired, active)",JBL,Everest Elite 700
Filk,over-ear,JBL Tour One M2 (ANC on),JBL,Tour One M2
Filk,over-ear,JBL Tune 720BT (wireless),JBL,Tune 720BT
Filk,over-ear,JBL Tune 770NC (ANC on),JBL,Tune 770NC
Innerfidelity,over-ear,Koss ESP950,Koss,ESP950
oratory1990,over-ear,Koss ESP95X,Koss,ESP95X
oratory1990,over-ear,Koss KPH30i,Koss,KPH30i
Filk,over-ear,Koss KSC75 (Venture Electronics earpads),Koss,KSC75
Super Review,over-ear,Koss Porta Pro (Yaxi earpads),Koss,Porta Pro
Super Review,in-ear,KZ Castor (on-on-on-on),KZ,Castor
Super Review,in-ear,KZ D-FI (on-on-on-on),KZ,D-FI
Rtings,in-ear,KZ ZS10,KZ,ZS10
Super Review,in-ear,KZ ZS10 Pro,KZ,ZS10 Pro
Fahryst,in-ear,KZ ZVX,KZ,ZVX
oratory1990,in-ear,Moondrop Aria,Moondrop,Aria
Harpo,in-ear,Moondrop Aria 2,Moondrop,Aria 2
Fahryst,in-ear,Moondrop Aria Snow Edition,Moondrop,Aria Snow Edition
Rtings,in-ear,Moondrop Blessing 3,Moondrop,Blessing 3
kr0mka,in-ear,Moondrop Chu,Moondrop,Chu
Kazi,in-ear,Moondrop Chu 2,Moondrop,Chu 2
Kazi,in-ear,Moondrop Crescent,Moondrop,Crescent
Super Review,in-ear,Moondrop Golden Ages (monitor eq),Moondrop,Golden Ages
Super Review,over-ear,Moondrop Joker,Moondrop,Joker
RikudouGoku,in-ear,Moondrop Kato (silver nozzle),Moondrop,Kato
kr0mka,in-ear,Moondrop KXXS,Moondrop,KXXS
kr0mka,over-ear,Moondrop Para (ZMF Auteur perforated lambskin earpads),Moondrop,Para
RikudouGoku,in-ear,Moondrop Quarks,Moondrop,Quarks
Bakkwatan,in-ear,Moondrop Quarks DSP,Moondrop,Quarks DSP
kr0mka,in-ear,Moondrop Space Travel (reference mode),Moondrop,Space Travel
Super Review,in-ear,Moondrop SSR,Moondrop,SSR
Kazi,in-ear,Moondrop Starfield 2 (tuning mesh 500),Moondrop,Starfield 2
Harpo,in-ear,Moondrop Variations,Moondrop,Variations
kr0mka,over-ear,Moondrop Venus,Moondrop,Venus
Super Review,over-ear,Moondrop Void,Moondrop,Void
Bakkwatan,in-ear,Moondrop x Crinacle Blessing2 Dusk,Moondrop,x Crinacle Blessing2 Dusk
Rtings,over-ear,Philips Fidelio X2HR,Philips,Fidelio X2HR
oratory1990,over-ear,Philips SHP9500,Philips,SHP9500
Rtings,over-ear,Razer Opus 2020,Razer,Opus 2020
RikudouGoku,in-ear,Sennheiser CX 400BT,Sennheiser,CX 400BT
Innerfidelity,over-ear,Sennheiser HD 201,Sennheiser,HD 201
Innerfidelity,over-ear,Sennheiser HD 280 Pro,Sennheiser,HD 280 Pro
Innerfidelity,over-ear,Sennheiser HD 4,Sennheiser,HD 4
Super Review,over-ear,Sennheiser HD 490 Pro (producing earpads),Sennheiser,HD 490 Pro
Headphone.com Legacy,over-ear,Sennheiser HD 518,Sennheiser,HD 518
Super Review,over-ear,Sennheiser HD 560S,Sennheiser,HD 560S
Kuulokenurkka,over-ear,Sennheiser HD 580 precision,Sennheiser,HD 580 precision
Super Review,over-ear,Sennheiser HD 58X,Sennheiser,HD 58X
Rtings,over-ear,Sennheiser HD 598,Sennheiser,HD 598
oratory1990,over-ear,Sennheiser HD 600,Sennheiser,HD 600
Innerfidelity,over-ear,Sennheiser HD 650,Sennheiser,HD 650
Innerfidelity,over-ear,Sennheiser HD 660 S,Sennheiser,HD 660 S
Kuulokenurkka,over-ear,Sennheiser HD 660S2,Sennheiser,HD 660S2
Auriculares Argentina,over-ear,Sennheiser HD 6XX,Sennheiser,HD 6XX
Headphone.com Legacy,over-ear,Sennheiser HD 700,Sennheiser,HD 700
Headphone.com Legacy,over-ear,Sennheiser HD 800 (sample 1),Sennheiser,HD 800
oratory1990,over-ear,Sennheiser HD 800 S,Sennheiser,HD 800 S
HypetheSonics,over-ear,Sennheiser HD 820,Sennheiser,HD 820
Bakkwatan,in-ear,Sennheiser IE 200,Sennheiser,IE 200
Super Review,in-ear,Sennheiser IE 300 (Final Audio Type E eartips),Sennheiser,IE 300
Rtings,in-ear,Sennheiser IE 40 PRO,Sennheiser,IE 40 Pro
Super Review,in-ear,Sennheiser IE 600 (Final Audio Type E eartips),Sennheiser,IE 600
Innerfidelity,in-ear,Sennheiser IE 800 (sample C),Sennheiser,IE 800
Super Review,in-ear,Sennheiser IE 900 (Final Audio Type E eartips),Sennheiser,IE 900
Innerfidelity,over-ear,Sennheiser Momentum 2,Sennheiser,Momentum 2
Rtings,over-ear,Sennheiser Momentum 4 Wireless,Sennheiser,Momentum 4 Wireless
oratory1990,in-ear,Sennheiser Momentum True Wireless 2,Sennheiser,Momentum True Wireless 2
DHRME,in-ear,Sennheiser Momentum True Wireless 3 (ANC off),Sennheiser,Momentum True Wireless 3
Innerfidelity,over-ear,"Sennheiser Momentum Wireless (wired, active)",Sennheiser,Momentum Wireless
oratory1990,over-ear,Sennheiser PC38X,Sennheiser,PC38X
Innerfidelity,over-ear,"Sennheiser PXC 550 Wireless (wired, power on)",Sennheiser,PXC 550 Wireless
oratory1990,over-ear,Shure AONIC 50,Shure,AONIC 50
Innerfidelity,in-ear,Shure SE215,Shure,SE215
Headphone.com Legacy,in-ear,Shure SE315,Shure,SE315
Innerfidelity,in-ear,Shure SE425,Shure,SE425
Headphone.com Legacy,in-ear,Shure SE535,Shure,SE535
Innerfidelity,in-ear,Shure SE846 (white),Shure,SE846
Headphone.com Legacy,over-ear,Shure SRH1540,Shure,SRH1540
Auriculares Argentina,over-ear,Shure SRH1840,Shure,SRH1840
Rtings,over-ear,Shure SRH440,Shure,SRH440
Headphone.com Legacy,over-ear,Shure SRH840,Shure,SRH840
Auriculares Argentina,over-ear,Skullcandy Crusher Wireless,Skullcandy,Crusher Wireless
Super Review,in-ear,Sony IER-Z1R (Symbio eartips),Sony,IER-Z1R
DHRME,in-ear,Sony LinkBuds S (ANC Off),Sony,LinkBuds S
Innerfidelity,over-ear,"Sony MDR-1000X (wireless, ANC on)",Sony,MDR-1000X
Super Review,over-ear,Sony MDR-7506,Sony,MDR-7506
Innerfidelity,in-ear,Sony MDR-7550,Sony,MDR-7550
kr0mka,in-ear,Sony MDR-EX15LP (Moondrop KXXS),Sony,MDR-EX15LP
Super Review,over-ear,Sony MDR-MV1,Sony,MDR-MV1
Headphone.com Legacy,over-ear,Sony MDR-V6,Sony,MDR-V6
oratory1990,over-ear,Sony MDR-Z1R,Sony,MDR-Z1R
RikudouGoku,in-ear,Sony MH755,Sony,MH755
Rtings,in-ear,Sony WF-1000XM3,Sony,WF-1000XM3
Super Review,in-ear,Sony WF-1000XM4 (ANC off),Sony,WF-1000XM4
oratory1990,in-ear,Sony WF-1000XM5,Sony,WF-1000XM5
oratory1990,in-ear,Sony WF-C500,Sony,WF-C500
oratory1990,over-ear,Sony WH-1000XM3,Sony,WH-1000XM3
oratory1990,over-ear,Sony WH-1000XM4,Sony,WH-1000XM4
Rtings,over-ear,Sony WH-1000XM5,Sony,WH-1000XM5
DHRME,in-ear,SoundPeats Air4 Pro (ANC Off),SoundPeats,Air4 Pro
Regan Cipher,in-ear,SoundPeats Capsule 3 Pro,SoundPeats,Capsule 3 Pro
Kazi,in-ear,SoundPeats Engine 4,SoundPeats,Engine 4
kr0mka,in-ear,SoundPeats Mini Pro HS (ANC off),SoundPeats,Mini Pro HS
Innerfidelity,over-ear,AKG K272HD,AKG,K272HD
oratory1990,over-ear,AKG K361,AKG,K361
oratory1990,over-ear,AKG K52,AKG,K52
Innerfidelity,over-ear,AKG K550,AKG,K550
Innerfidelity,over-ear,AKG K612,AKG,K612
Innerfidelity,over-ear,AKG K702 65th Anniversary Edition,AKG,K702 65th Anniversary Edition
Rtings,over-ear,AKG K712 PRO,AKG,K712 PRO
Innerfidelity,over-ear,AKG K81 DJ,AKG,K81 DJ
Rtings,over-ear,AKG N60 NC Wireless,AKG,N60 NC Wireless
Innerfidelity,in-ear,AKG Q350 Quincy Jones,AKG,Q350 Quincy Jones
Innerfidelity,over-ear,AKG Q460 Quincy Jones,AKG,Q460 Quincy Jones
Innerfidelity,over-ear,AKG Q701 Quincy Jones,AKG,Q701 Quincy Jones
Rtings,in-ear,Anker Soundcore Liberty 2 Pro,Anker,Soundcore Liberty 2 Pro
Rtings,in-ear,Anker Soundcore Liberty 4 NC,Anker,Soundcore Liberty 4 NC
Rtings,in-ear,Anker Soundcore Liberty Air 2,Anker,Soundcore Liberty Air 2
Rtings,in-ear,Anker Soundcore Space A40,Anker,Soundcore Space A40
Rtings,over-ear,Anker Soundcore Space One,Anker,Soundcore Space One
Innerfidelity,in-ear,Audeze iSINE 20,Audeze,iSINE 20
oratory1990,over-ear,Audeze LCD-2 Closed Back,Audeze,LCD-2 Closed Back
oratory1990,over-ear,Audeze LCD-4z,Audeze,LCD-4z
Rtings,over-ear,Audeze MM-100,Audeze,MM-100
oratory1990,over-ear,Audeze MM-500,Audeze,MM-500
Rtings,over-ear,Audeze Mobius,Audeze,Mobius
Innerfidelity,over-ear,Audio-Technica ATH-A2000Z,Audio-Technica,ATH-A2000Z
Innerfidelity,over-ear,Audio-Technica ATH-AD500,Audio-Technica,ATH-AD500
Innerfidelity,over-ear,Audio-Technica ATH-AD700,Audio-Technica,ATH-AD700
Rtings,over-ear,Audio-Technica ATH-AD700X (2013),Audio-Technica,ATH-AD700X -2013
Innerfidelity,over-ear,Audio-Technica ATH-AD900,Audio-Technica,ATH-AD900
Innerfidelity,over-ear,Audio-Technica ATH-ANC9,Audio-Technica,ATH-ANC9
Innerfidelity,over-ear,Audio-Technica ATH-M10,Audio-Technica,ATH-M10
Rtings,over-ear,Audio-Technica ATH-M20x,Audio-Technica,ATH-M20x
Rtings,over-ear,Audio-Technica ATH-M60x,Audio-Technica,ATH-M60x
Innerfidelity,over-ear,Audio-Technica ATH-W5000,Audio-Technica,ATH-W5000
Innerfidelity,over-ear,Beats Pro,Beats,Pro
Rtings,over-ear,Beats Solo Pro,Beats,Solo Pro
Innerfidelity,over-ear,Beats Studio 2 (2014),Beats,Studio 2
Innerfidelity,in-ear,Beats Tour (2014),Beats,Tour
oratory1990,over-ear,Beyerdynamic DT 177X Go (leather earpads),Beyerdynamic,DT 177X Go
Innerfidelity,over-ear,Beyerdynamic DT 235,Beyerdynamic,DT 235
Innerfidelity,over-ear,Beyerdynamic DT 48 (loose),Beyerdynamic,DT 48
Innerfidelity,over-ear,Beyerdynamic DT 48 E (120 Ohm),Beyerdynamic,DT 48 E
Innerfidelity,over-ear,Beyerdynamic T90,Beyerdynamic,T90
oratory1990,in-ear,Beyerdynamic Xelento,Beyerdynamic,Xelento
Rtings,over-ear,Bose Noise Cancelling Headphones 700,Bose,Noise Cancelling Headphones 700
Rtings,over-ear,Bose QuietComfort,Bose,QuietComfort
Innerfidelity,over-ear,Bose QuietComfort 15,Bose,QuietComfort 15
Rtings,over-ear,Bose QuietComfort 35 II,Bose,QuietComfort 35 II
Kuulokenurkka,over-ear,Bose QuietComfort SE (ANC on),Bose,QuietComfort SE
Rtings,in-ear,Bose QuietComfort Ultra Earbuds,Bose,QuietComfort Ultra Earbuds
Rtings,over-ear,Bose QuietComfort Ultra Headphones,Bose,QuietComfort Ultra Headphones
Rtings,in-ear,Bose SoundSport Free,Bose,SoundSport Free
Rtings,in-ear,Bose SoundSport Wireless,Bose,SoundSport Wireless
Innerfidelity,in-ear,Denon AH-C360,Denon,AH-C360
Innerfidelity,in-ear,Denon AH-C560R,Denon,AH-C560R
Innerfidelity,in-ear,Denon AH-C710,Denon,AH-C710
Innerfidelity,over-ear,Denon AH-D1100,Denon,AH-D1100
oratory1990,over-ear,Denon AH-D5200,Denon,AH-D5200
Innerfidelity,over-ear,Denon AH-D600,Denon,AH-D600
Innerfidelity,over-ear,Denon AH-D7100,Denon,AH-D7100
oratory1990,over-ear,Denon AH-D9200,Denon,AH-D9200
Rtings,in-ear,Denon PerL Pro,Denon,PerL Pro
Innerfidelity,in-ear,DUNU DN1000,DUNU,DN1000
Super Review,in-ear,DUNU Mirai,DUNU,Mirai
Super Review,in-ear,DUNU SA6 (atmospheric Immersion mode),DUNU,SA6
Super Review,in-ear,DUNU Zen Pro,DUNU,Zen Pro
Super Review,in-ear,FiiO FD11,FiiO,FD11
Super Review,in-ear,FiiO FH1,FiiO,FH1
Super Review,in-ear,FiiO FH3,FiiO,FH3
Super Review,in-ear,FiiO FX15 (off),FiiO,FX15
oratory1990,in-ear,Final Audio A8000,Final Audio,A8000
Innerfidelity,in-ear,Final Audio Adagio III,Final Audio,Adagio III
Super Review,in-ear,Final Audio B3 (Final Audio TWS eartips),Final Audio,B3
Super Review,in-ear,Final Audio E2000,Final Audio,E2000
oratory1990,in-ear,Final Audio E4000,Final Audio,E4000
oratory1990,in-ear,Final Audio F3100,Final Audio,F3100
oratory1990,over-ear,"Final Audio UX3000 (Bluetooth, ANC on)",Final Audio,UX3000
Harpo,in-ear,Final Audio ZE3000,Final Audio,ZE3000
Innerfidelity,in-ear,Grado GR8,Grado,GR8
Innerfidelity,over-ear,Grado GS1000,Grado,GS1000
Rtings,over-ear,Grado GW100,Grado,GW100
Innerfidelity,over-ear,Grado PS1000,Grado,PS1000
Innerfidelity,over-ear,Grado PS500,Grado,PS500
Innerfidelity,over-ear,Grado RS1,Grado,RS1
Innerfidelity,over-ear,Grado RS2,Grado,RS2
Rtings,over-ear,Grado SR125e,Grado,SR125e
Innerfidelity,over-ear,Grado SR125i,Grado,SR125i
Innerfidelity,over-ear,Grado SR325,Grado,SR325
Rtings,over-ear,Grado SR80e,Grado,SR80e
Super Review,over-ear,HIFIMAN Ananda Nano,HIFIMAN,Ananda Nano
Rtings,over-ear,HIFIMAN Arya,HIFIMAN,Arya
Kuulokenurkka,over-ear,HIFIMAN Arya Organic,HIFIMAN,Arya Organic
Rtings,over-ear,HIFIMAN Arya Stealth Magnet Version,HIFIMAN,Arya Stealth Magnet Version
oratory1990,over-ear,HIFIMAN Deva (wired),HIFIMAN,Deva
oratory1990,over-ear,HIFIMAN Deva Pro,HIFIMAN,Deva Pro
oratory1990,over-ear,HIFIMAN Edition S (closed back),HIFIMAN,Edition S
Innerfidelity,over-ear,HIFIMAN Edition X V2,HIFIMAN,Edition X V2
oratory1990,over-ear,HIFIMAN HE1000se,HIFIMAN,HE1000se
Innerfidelity,over-ear,HIFIMAN HE4XX,HIFIMAN,HE4XX
Innerfidelity,over-ear,HIFIMAN HE-5,HIFIMAN,HE-5
Innerfidelity,over-ear,HIFIMAN HE-500,HIFIMAN,HE-500
Innerfidelity,over-ear,HIFIMAN HE-5LE,HIFIMAN,HE-5LE
Innerfidelity,in-ear,HIFIMAN RE400,HIFIMAN,RE400
DHRME,in-ear,HIFIMAN Svanar (ANC Hifi),HIFIMAN,Svanar
Rtings,in-ear,Jabra Elite 7 Pro,Jabra,Elite 7 Pro
Rtings,in-ear,Jabra Elite 75t,Jabra,Elite 75t
oratory1990,over-ear,JBL Duet NC (ANC Off),JBL,Duet NC
Rtings,in-ear,JBL Free X,JBL,Free X
Filk,over-ear,JBL Live 770NC (ANC on),JBL,Live 770NC
Rtings,over-ear,JBL T450BT,JBL,T450BT
Innerfidelity,over-ear,Koss BT540i (wired),Koss,BT540i
Super Review,over-ear,Koss KDE250,Koss,KDE250
oratory1990,over-ear,Koss KPH40,Koss,KPH40
Innerfidelity,over-ear,Koss KPH7,Koss,KPH7
Innerfidelity,over-ear,Koss Tony Bennett,Koss,Tony Bennett
Rtings,in-ear,KZ AS10,KZ,AS10
Super Review,in-ear,KZ AST,KZ,AST
oratory1990,in-ear,KZ ATE,KZ,ATE
Super Review,in-ear,KZ DQ6,KZ,DQ6
RikudouGoku,in-ear,KZ DQ6S,KZ,DQ6S
Super Review,in-ear,KZ EDX Pro,KZ,EDX Pro
RikudouGoku,in-ear,KZ EDX Ultra,KZ,EDX Ultra
ToneDeafMonk,in-ear,KZ EDXS,KZ,EDXS
Super Review,in-ear,KZ PR1 Pro,KZ,PR1 Pro
ToneDeafMonk,in-ear,KZ PR3,KZ,PR3
ToneDeafMonk,in-ear,KZ Symphony,KZ,Symphony
Super Review,in-ear,KZ x Crinacle CRN,KZ,x Crinacle CRN
ToneDeafMonk,in-ear,KZ x HBB PR2,KZ,x HBB PR2
Super Review,in-ear,KZ ZEX,KZ,ZEX
RikudouGoku,in-ear,KZ ZEX Pro,KZ,ZEX Pro
Super Review,in-ear,KZ ZS7,KZ,ZS7
Super Review,in-ear,KZ ZSN Pro,KZ,ZSN Pro
Rtings,in-ear,KZ ZST,KZ,ZST
Rtings,over-ear,Logitech G433,Logitech,G433
Rtings,over-ear,Logitech G733 LIGHTSPEED,Logitech,G733 LIGHTSPEED
Rtings,over-ear,Logitech G930,Logitech,G930
Fahryst,in-ear,Moondrop Aria Elven Maiden,Moondrop,Aria Elven Maiden
oratory1990,in-ear,Moondrop Blessing 2,Moondrop,Blessing 2
Super Review,in-ear,Moondrop Droplet,Moondrop,Droplet
Super Review,in-ear,Moondrop Jiu,Moondrop,Jiu
Super Review,in-ear,Moondrop Kanas Pro,Moondrop,Kanas Pro
Super Review,in-ear,Moondrop LAN,Moondrop,LAN
Super Review,in-ear,Moondrop May (3,Moondrop,May
Super Review,in-ear,Moondrop Nekocake (ANC off),Moondrop,Nekocake
Super Review,in-ear,Moondrop Spaceship,Moondrop,Spaceship
Super Review,in-ear,Moondrop SSP,Moondrop,SSP
oratory1990,in-ear,Moondrop Starfield,Moondrop,Starfield
Innerfidelity,over-ear,Philips Fidelio M1,Philips,Fidelio M1
Rtings,over-ear,Philips Fidelio NC1,Philips,Fidelio NC1
Innerfidelity,in-ear,Philips Fidelio S2 (2013),Philips,Fidelio S2
Rtings,over-ear,Philips Fidelio X3,Philips,Fidelio X3
Rtings,over-ear,Razer BlackShark V2,Razer,BlackShark V2
Rtings,in-ear,Razer Hammerhead True Wireless (2019),Razer,Hammerhead True Wireless
Rtings,over-ear,Razer Kraken V3 Pro,Razer,Kraken V3 Pro
Rtings,over-ear,Sennheiser ACCENTUM,Sennheiser,ACCENTUM
Innerfidelity,over-ear,Sennheiser Amperior,Sennheiser,Amperior
Innerfidelity,in-ear,Sennheiser CX 2,Sennheiser,CX 2
Rtings,over-ear,Sennheiser GAME ONE,Sennheiser,GAME ONE
Innerfidelity,over-ear,Sennheiser HD 202,Sennheiser,HD 202
Innerfidelity,over-ear,Sennheiser HD 218,Sennheiser,HD 218
Innerfidelity,over-ear,Sennheiser HD 219,Sennheiser,HD 219
Innerfidelity,over-ear,Sennheiser HD 228,Sennheiser,HD 228
Innerfidelity,over-ear,Sennheiser HD 238,Sennheiser,HD 238
Innerfidelity,over-ear,Sennheiser HD 239,Sennheiser,HD 239
Innerfidelity,over-ear,Sennheiser HD 25-1,Sennheiser,HD 45682
Innerfidelity,over-ear,Sennheiser HD 419,Sennheiser,HD 419
Innerfidelity,over-ear,Sennheiser HD 424,Sennheiser,HD 424
Innerfidelity,over-ear,Sennheiser HD 429,Sennheiser,HD 429
Innerfidelity,over-ear,Sennheiser HD 439,Sennheiser,HD 439
Innerfidelity,over-ear,Sennheiser HD 448,Sennheiser,HD 448
Innerfidelity,over-ear,Sennheiser HD 449,Sennheiser,HD 449
Rtings,over-ear,Sennheiser HD 450BT,Sennheiser,HD 450BT
oratory1990,over-ear,Sennheiser HD 555,Sennheiser,HD 555
Headphone.com Legacy,over-ear,Sennheiser HD 558,Sennheiser,HD 558
Innerfidelity,over-ear,Sennheiser HD 569,Sennheiser,HD 569
Innerfidelity,over-ear,Sennheiser HD 595,Sennheiser,HD 595
Rtings,over-ear,Sennheiser HD 598 CS,Sennheiser,HD 598 CS
Rtings,over-ear,Sennheiser HD 599,Sennheiser,HD 599
Rtings,over-ear,Sennheiser HD 8XX,Sennheiser,HD 8XX
oratory1990,over-ear,Sennheiser HD25-1 II (bad seal),Sennheiser,HD25-1 II
Innerfidelity,over-ear,Sennheiser Momentum,Sennheiser,Momentum
Rtings,over-ear,Sennheiser Momentum 3 Wireless,Sennheiser,Momentum 3 Wireless
Innerfidelity,in-ear,Sennheiser Momentum In-Ear,Sennheiser,Momentum In-Ear
Innerfidelity,over-ear,Sennheiser Momentum On-Ear,Sennheiser,Momentum On-Ear
Rtings,in-ear,Sennheiser Momentum True Wireless,Sennheiser,Momentum True Wireless
DHRME,in-ear,Sennheiser Momentum True Wireless 4 (ANC Off),Sennheiser,Momentum True Wireless 4
Innerfidelity,earbud,Sennheiser MX 560,Sennheiser,MX 560
oratory1990,over-ear,Sennheiser PX 100 II,Sennheiser,PX 100 II
Innerfidelity,over-ear,Sennheiser PX 200,Sennheiser,PX 200
Innerfidelity,over-ear,Sennheiser PX 360,Sennheiser,PX 360
Rtings,over-ear,Sennheiser PXC 550-II Wireless,Sennheiser,PXC 550-II Wireless
Innerfidelity,over-ear,Sennheiser RS 220,Sennheiser,RS 220
Innerfidelity,in-ear,Shure SE530,Shure,SE530
Innerfidelity,over-ear,Shure SRH1440,Shure,SRH1440
Rtings,over-ear,Shure SRH240,Shure,SRH240
Innerfidelity,over-ear,Shure SRH750DJ,Shure,SRH750DJ
Innerfidelity,over-ear,Shure SRH940,Shure,SRH940
Innerfidelity,over-ear,Skullcandy Crusher,Skullcandy,Crusher
Innerfidelity,over-ear,Skullcandy Grind,Skullcandy,Grind
Innerfidelity,over-ear,Skullcandy Hesh 2,Skullcandy,Hesh 2
Innerfidelity,in-ear,Skullcandy Holua,Skullcandy,Holua
Innerfidelity,over-ear,Skullcandy Mix Master,Skullcandy,Mix Master
Rtings,in-ear,Skullcandy Smokin Buds,Skullcandy,Smokin Buds
oratory1990,in-ear,Sony IER-M9,Sony,IER-M9
Innerfidelity,over-ear,Sony MDR-7502,Sony,MDR-7502
Innerfidelity,over-ear,Sony MDR-7505,Sony,MDR-7505
Innerfidelity,over-ear,Sony MDR-7509HD,Sony,MDR-7509HD
Innerfidelity,over-ear,Sony MDR-7520,Sony,MDR-7520
Innerfidelity,in-ear,Sony MDR-EX1000,Sony,MDR-EX1000
Innerfidelity,over-ear,Sony MDR-SA5000,Sony,MDR-SA5000
Innerfidelity,over-ear,Sony MDR-XB300,Sony,MDR-XB300
Innerfidelity,over-ear,Sony MDR-XB500,Sony,MDR-XB500
Innerfidelity,over-ear,Sony MDR-XB700,Sony,MDR-XB700
