Evaluador,TipoAudifono,MarcaReferencia,Marca,Referencia,MAE,RMSE,Affinity,Segmento
Super Review,in-ear,KZ AS06,KZ,AS06,4.98536690647482,5.969806728370753,40.30193271629247,Personalizado – Firma no neutra
Super Review,in-ear,KZ ASX,KZ,ASX,3.512,4.208790971151801,57.91209028848199,Buen tono – Musical equilibrado
Super Review,in-ear,KZ SK10,KZ,SK10,6.228230215827338,8.063803055148991,19.36196944851008,Alternativo
Super Review,in-ear,KZ ZS10 Pro X,KZ,ZS10 Pro X,2.7314244604316547,3.3327169550020703,66.6728304499793,Estilo Harman – Usuario general
ToneDeafMonk,in-ear,KZ Lin Long,KZ,Lin Long,1.878863309352518,2.3648580957320973,76.35141904267903,Estilo Harman – Usuario general
Filk,over-ear,Logitech G Pro X (3,Logitech,G Pro X,3.315007194244604,4.080385208927879,59.19614791072121,Buen tono – Musical equilibrado
Filk,over-ear,Logitech Zone Vibe 100,Logitech,Zone Vibe 100,2.3828776978417263,3.1693600561418744,68.30639943858125,Estilo Harman – Usuario general
Innerfidelity,in-ear,Logitech UE 900,Logitech,UE 900,3.6622733812949644,4.550422005886341,54.49577994113659,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Logitech UE 6000 passive,Logitech,UE 6000 passive,2.887496402877698,4.491458928828418,55.08541071171582,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Logitech UE 9000,Logitech,UE 9000,2.7227338129496403,4.076393737027935,59.23606262972065,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Logitech UE4000 2012,Logitech,UE4000 2012,4.970474820143885,7.613927734065273,23.860722659347275,Personalizado – Firma no neutra
Rtings,in-ear,Logitech G333,Logitech,G333,4.010287769784173,4.8311646420465895,51.68835357953411,Buen tono – Musical equilibrado
Rtings,over-ear,Logitech G Pro Gaming Headset,Logitech,G Pro Gaming Headset,3.6542589928057554,4.637866121210635,53.62133878789365,Buen tono – Musical equilibrado
Rtings,over-ear,Logitech G PRO X 2 LIGHTSPEED,Logitech,G PRO X 2 LIGHTSPEED,2.1121438848920864,3.157570689924535,68.42429310075465,Estilo Harman – Usuario general
Rtings,over-ear,Logitech G Pro X Gaming Headset,Logitech,G Pro X Gaming Headset,2.6161438848920864,3.2459884705708886,67.54011529429111,Estilo Harman – Usuario general
Rtings,over-ear,Logitech G335,Logitech,G335,4.455496402877698,5.385048592661327,46.149514073386726,Buen tono – Musical equilibrado
Rtings,over-ear,Logitech G430,Logitech,G430,2.4477122302158274,3.582830921223041,64.17169078776959,Estilo Harman – Usuario general
Rtings,over-ear,Logitech G432,Logitech,G432,2.302129496402878,2.9000102703861796,70.9998972961382,Estilo Harman – Usuario general
Rtings,over-ear,Logitech G435 LIGHTSPEED,Logitech,G435 LIGHTSPEED,2.507654676258993,3.208966439760751,67.91033560239248,Estilo Harman – Usuario general
Rtings,over-ear,Logitech G533,Logitech,G533,2.714546762589928,3.738557699041804,62.614423009581955,Estilo Harman – Usuario general
Rtings,over-ear,Logitech G535 LIGHTSPEED,Logitech,G535 LIGHTSPEED,2.4547625899280576,3.1997088446681334,68.00291155331867,Estilo Harman – Usuario general
Rtings,over-ear,Logitech G635,Logitech,G635,2.3103021582733816,2.943268139013076,70.56731860986923,Estilo Harman – Usuario general
Rtings,over-ear,Logitech G735,Logitech,G735,3.2919712230215827,4.389754454711775,56.10245545288225,Buen tono – Musical equilibrado
Rtings,over-ear,Logitech G933,Logitech,G933,2.8648345323741005,3.71656981947354,62.8343018052646,Estilo Harman – Usuario general
Rtings,over-ear,Logitech G935,Logitech,G935,1.9333237410071944,2.5458101564174,74.541898435826,Estilo Harman – Usuario general
Rtings,over-ear,Logitech Zone Wired,Logitech,Zone Wired,2.6258561151079136,3.2369751623141703,67.6302483768583,Estilo Harman – Usuario general
Jaytiss,in-ear,Moondrop x Crinacle DUSK,Moondrop,x Crinacle DUSK,2.1238561151079134,3.2117733061011906,67.8822669389881,Estilo Harman – Usuario general
oratory1990,in-ear,Moondrop Blessing,Moondrop,Blessing,1.7274388489208632,2.427809119824324,75.72190880175675,Estilo Harman – Usuario general
Super Review,in-ear,Moondrop Alice (default EQ),Moondrop,Alice,2.247568345323741,4.51524729439002,54.84752705609979,Buen tono – Musical equilibrado
Super Review,in-ear,Moondrop Darksaber,Moondrop,Darksaber,1.2034964028776978,2.0931559250611755,79.06844074938824,Estilo Harman – Usuario general
Super Review,in-ear,Moondrop Illumination,Moondrop,Illumination,1.9737697841726618,2.471712102859971,75.2828789714003,Estilo Harman – Usuario general
Super Review,in-ear,Moondrop KXXX,Moondrop,KXXX,2.365755395683453,3.2573974693582137,67.42602530641787,Estilo Harman – Usuario general
Super Review,in-ear,Moondrop S8,Moondrop,S8,1.5589208633093525,2.5271013052891735,74.72898694710827,Estilo Harman – Usuario general
Super Review,in-ear,Moondrop Solis 2,Moondrop,Solis 2,1.1895539568345324,1.5797756875650362,84.20224312434964,Estilo Harman – Usuario general
Super Review,in-ear,Moondrop Solis,Moondrop,Solis,2.6882877697841727,3.302015647771751,66.9798435222825,Estilo Harman – Usuario general
Super Review,in-ear,Moondrop Sparks,Moondrop,Sparks,1.4462302158273381,3.2869508513637036,67.13049148636296,Estilo Harman – Usuario general
Super Review,in-ear,Moondrop Stardust,Moondrop,Stardust,3.2333093525179857,4.177867636200495,58.22132363799505,Buen tono – Musical equilibrado
Super Review,in-ear,Moondrop Stellaris,Moondrop,Stellaris,2.222906474820144,4.1345307424702575,58.654692575297425,Buen tono – Musical equilibrado
Super Review,in-ear,Moondrop Voyager,Moondrop,Voyager,1.979179856115108,4.302154604916508,56.97845395083492,Buen tono – Musical equilibrado
Filk,over-ear,Philips TAH2005BK00,Philips,TAH2005BK00,5.806748201438849,7.16277612874391,28.3722387125609,Personalizado – Firma no neutra
Innerfidelity,in-ear,Philips Fidelio S1 Early 2013,Philips,Fidelio S1 Early 2013,1.819611510791367,2.753749804468719,72.4625019553128,Estilo Harman – Usuario general
Innerfidelity,in-ear,Philips SHE3590,Philips,SHE3590,3.3652661870503597,3.985000185046438,60.14999814953562,Buen tono – Musical equilibrado
Innerfidelity,in-ear,Philips SME3580,Philips,SME3580,3.757741007194245,4.502279151047482,54.97720848952518,Buen tono – Musical equilibrado
Innerfidelity,in-ear,Philips TX1,Philips,TX1,3.3317122302158273,4.22704243766066,57.7295756233934,Buen tono – Musical equilibrado
Innerfidelity,in-ear,Philips TX2,Philips,TX2,2.426978417266187,3.258033590633749,67.4196640936625,Estilo Harman – Usuario general
Innerfidelity,over-ear,Philips ActionFit SHQ5200,Philips,ActionFit SHQ5200,4.378992805755396,6.249311213844452,37.506887861555484,Personalizado – Firma no neutra
Innerfidelity,over-ear,Philips Cityscape Downtown,Philips,Cityscape Downtown,6.547539568345323,8.145095571600347,18.549044283996523,Alternativo
Innerfidelity,over-ear,Philips Construct,Philips,Construct,4.580273381294964,6.5658096861341,34.34190313865899,Personalizado – Firma no neutra
Innerfidelity,over-ear,Philips Fidelio L1,Philips,Fidelio L1,4.5594532374100725,5.209221264934938,47.907787350650615,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Philips Fidelio X1,Philips,Fidelio X1,3.161568345323741,3.7410698081367735,62.589301918632266,Estilo Harman – Usuario general
Innerfidelity,over-ear,Philips Fidelio X2,Philips,Fidelio X2,2.420762589928058,2.9551441065788113,70.44855893421189,Estilo Harman – Usuario general
Innerfidelity,over-ear,Philips L2,Philips,L2,3.181769784172662,3.8250980896812896,61.7490191031871,Estilo Harman – Usuario general
Innerfidelity,over-ear,Philips O'Neil Bend,Philips,O'Neil Bend,4.200748201438849,5.807982301734931,41.92017698265069,Personalizado – Firma no neutra
Innerfidelity,over-ear,Philips O'Neil Crash,Philips,O'Neil Crash,5.576302158273381,6.609480513767365,33.905194862326354,Personalizado – Firma no neutra
Innerfidelity,over-ear,Philips SBC HP910,Philips,SBC HP910,3.204474820143885,4.548593442170698,54.51406557829302,Buen tono – Musical equilibrado
kr0mka,in-ear,Philips TAE1105,Philips,TAE1105,3.2685323741007197,4.100156568338835,58.99843431661165,Buen tono – Musical equilibrado
oratory1990,in-ear,Philips SHE3855,Philips,SHE3855,2.2812374100719426,2.6555885418485152,73.44411458151484,Estilo Harman – Usuario general
oratory1990,in-ear,Philips SHS8000,Philips,SHS8000,2.7915395683453235,3.68203462677984,63.1796537322016,Estilo Harman – Usuario general
oratory1990,over-ear,Philips Fidelio L2,Philips,Fidelio L2,4.7049640287769785,5.815465228796242,41.84534771203758,Personalizado – Firma no neutra
oratory1990,over-ear,Philips Fidelio M2L,Philips,Fidelio M2L,3.7359568345323737,5.492644329156832,45.07355670843168,Buen tono – Musical equilibrado
Rtings,over-ear,Philips SHP9600,Philips,SHP9600,2.9497985611510793,3.6732928595001346,63.26707140499865,Estilo Harman – Usuario general
Super Review,in-ear,Philips SHE3590PK28,Philips,SHE3590PK28,3.6424316546762587,4.422789363670361,55.77210636329639,Buen tono – Musical equilibrado
Filk,over-ear,Razer Barracuda X (2022),Razer,Barracuda X,3.3462589928057556,4.090560092518333,59.094399074816664,Buen tono – Musical equilibrado
Rtings,in-ear,Razer Hammerhead Pro HyperSpeed,Razer,Hammerhead Pro HyperSpeed,1.418431654676259,1.975987249835077,80.24012750164923,Estilo Harman – Usuario general
Rtings,in-ear,Razer Hammerhead True Wireless Pro,Razer,Hammerhead True Wireless Pro,2.2458848920863312,2.7455341108711133,72.54465889128886,Estilo Harman – Usuario general
Rtings,in-ear,Razer Hammerhead USB-C ANC,Razer,Hammerhead,5.972705035971223,7.144506114903905,28.55493885096095,Personalizado – Firma no neutra
Rtings,in-ear,Razer Moray,Razer,Moray,2.315568345323741,2.9608660020362945,70.39133997963705,Estilo Harman – Usuario general
Rtings,over-ear,Razer Barracuda Pro,Razer,Barracuda Pro,2.3771510791366905,2.843618679472444,71.56381320527557,Estilo Harman – Usuario general
Rtings,over-ear,Razer Barracuda,Razer,Barracuda,2.2636690647482016,3.1831790136738345,68.16820986326165,Estilo Harman – Usuario general
Rtings,over-ear,Razer BlackShark V2 HyperSpeed,Razer,BlackShark V2 HyperSpeed,5.124661870503597,6.386047110524767,36.13952889475233,Personalizado – Firma no neutra
Rtings,over-ear,Razer BlackShark V2 Pro 2023,Razer,BlackShark V2 Pro 2023,3.2269208633093527,3.9580979190377095,60.41902080962291,Buen tono – Musical equilibrado
Rtings,over-ear,Razer BlackShark V2 Pro,Razer,BlackShark V2 Pro,3.573553956834532,4.722067343865397,52.77932656134603,Buen tono – Musical equilibrado
Rtings,over-ear,Razer BlackShark V2 X,Razer,BlackShark V2 X,2.839755395683453,3.9778810562712565,60.221189437287435,Buen tono – Musical equilibrado
Rtings,over-ear,Razer Kaira Pro,Razer,Kaira Pro,3.127597122302158,4.273263911863116,57.267360881368845,Buen tono – Musical equilibrado
Rtings,over-ear,Razer Kaira X,Razer,Kaira X,2.820359712230216,3.5654732197249133,64.34526780275087,Estilo Harman – Usuario general
Rtings,over-ear,Razer Kraken Pro V2,Razer,Kraken Pro V2,3.8113812949640287,4.427421371407966,55.725786285920336,Buen tono – Musical equilibrado
Rtings,over-ear,Razer Kraken Tournament Edition,Razer,Kraken Tournament Edition,4.931424460431655,5.793951721128042,42.06048278871958,Personalizado – Firma no neutra
Rtings,over-ear,Razer Kraken Ultimate,Razer,Kraken Ultimate,3.153553956834532,4.059397765165091,59.40602234834909,Buen tono – Musical equilibrado
Rtings,over-ear,Razer Kraken USB,Razer,Kraken USB,5.178129496402878,6.112170521934792,38.87829478065208,Personalizado – Firma no neutra
Rtings,over-ear,Razer Kraken V3 HyperSense,Razer,Kraken V3 HyperSense,2.2986474820143883,3.1140855211592253,68.85914478840775,Estilo Harman – Usuario general
Rtings,over-ear,Razer Kraken V3 X,Razer,Kraken V3 X,4.35653237410072,6.655625856339007,33.443741436609926,Personalizado – Firma no neutra
Rtings,over-ear,Razer Kraken V3,Razer,Kraken V3,2.2584028776978418,3.0338297140434483,69.66170285956551,Estilo Harman – Usuario general
Rtings,over-ear,Razer Kraken X,Razer,Kraken X,4.099093525179856,5.465322109024837,45.346778909751635,Buen tono – Musical equilibrado
Rtings,over-ear,Razer Man O'War,Razer,Man O'War,3.2990215827338134,4.2256803462270085,57.743196537729915,Buen tono – Musical equilibrado
Rtings,over-ear,Razer Nari Ultimate,Razer,Nari Ultimate,3.3341870503597124,4.382131474407495,56.17868525592505,Buen tono – Musical equilibrado
Rtings,over-ear,Razer Opus 2021,Razer,Opus 2021,2.3778561151079134,3.4118244871234586,65.8817551287654,Estilo Harman – Usuario general
Rtings,over-ear,Razer Opus X,Razer,Opus X,2.0913525179856114,2.9865969903443306,70.1340300965567,Estilo Harman – Usuario general
Auriculares Argentina,over-ear,Sennheiser HD 400 Pro,Sennheiser,HD 400 Pro,3.9229928057553956,5.918110698914335,40.818893010856655,Personalizado – Firma no neutra
Filk,over-ear,Sennheiser HD 424-X,Sennheiser,HD 424-X,8.197366906474821,13.115990992381407,0.0,Alternativo
Filk,over-ear,Sennheiser HD 545 Reference,Sennheiser,HD 545 Reference,5.28189928057554,7.717648055644372,22.82351944355628,Personalizado – Firma no neutra
Headphone.com Legacy,earbud,Sennheiser OMX 680,Sennheiser,OMX 680,,,,
Headphone.com Legacy,earbud,Sennheiser PMX 680,Sennheiser,PMX 680,,,,
Headphone.com Legacy,in-ear,Sennheiser CX 300-II,Sennheiser,CX 300-II,3.539151079136691,4.174127246908184,58.25872753091816,Buen tono – Musical equilibrado
Headphone.com Legacy,in-ear,Sennheiser CX 500,Sennheiser,CX 500,4.259194244604316,4.86258929751002,51.3741070248998,Buen tono – Musical equilibrado
Headphone.com Legacy,in-ear,Sennheiser CX 680,Sennheiser,CX 680,3.123611510791367,3.956034512583049,60.439654874169506,Buen tono – Musical equilibrado
Headphone.com Legacy,in-ear,Sennheiser CX 880,Sennheiser,CX 880,3.077453237410072,3.95395994928825,60.4604005071175,Buen tono – Musical equilibrado
Headphone.com Legacy,in-ear,Sennheiser IE 8,Sennheiser,IE 8,3.6849208633093524,4.918496816635322,50.81503183364678,Buen tono – Musical equilibrado
Headphone.com Legacy,in-ear,Sennheiser MM 50 iP,Sennheiser,MM 50 iP,3.622287769784173,4.373707332154053,56.262926678459465,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sennheiser EH 150,Sennheiser,EH 150,10.666287769784173,14.17336089263255,0.0,Alternativo
Headphone.com Legacy,over-ear,Sennheiser EH 250,Sennheiser,EH 250,5.719064748201439,8.032569358779115,19.67430641220885,Alternativo
Headphone.com Legacy,over-ear,Sennheiser EH 350,Sennheiser,EH 350,6.345553956834532,9.786770353739508,2.132296462604927,Alternativo
Headphone.com Legacy,over-ear,Sennheiser HD 203,Sennheiser,HD 203,3.664402877697842,5.1922066392019355,48.07793360798065,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sennheiser HD 205 II,Sennheiser,HD 205 II,2.8633093525179856,4.185425517505947,58.14574482494053,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sennheiser HD 205,Sennheiser,HD 205,4.052129496402878,5.322962433152069,46.7703756684793,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sennheiser HD 212 PRO,Sennheiser,HD 212 PRO,5.748043165467625,7.8376745284802745,21.62325471519725,Personalizado – Firma no neutra
Headphone.com Legacy,over-ear,Sennheiser HD 229 Black,Sennheiser,HD 229 Black,2.203812949640288,3.0434581098130873,69.56541890186912,Estilo Harman – Usuario general
Headphone.com Legacy,over-ear,Sennheiser HD 25-SP,Sennheiser,HD 25-SP,3.3033812949640287,4.298039221677617,57.01960778322383,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sennheiser HD 428,Sennheiser,HD 428,5.99410071942446,8.633862928304353,13.661370716956469,Alternativo
Headphone.com Legacy,over-ear,Sennheiser HD 438,Sennheiser,HD 438,6.056187050359712,7.02091702182401,29.790829781759896,Personalizado – Firma no neutra
Headphone.com Legacy,over-ear,Sennheiser HD R 130,Sennheiser,HD R 130,7.137654676258993,10.375587375242665,0.0,Alternativo
Headphone.com Legacy,over-ear,Sennheiser MM 550,Sennheiser,MM 550,5.515093525179856,6.8904954557636335,31.09504544236367,Personalizado – Firma no neutra
Headphone.com Legacy,over-ear,Sennheiser PMX 100,Sennheiser,PMX 100,2.701482014388489,3.541232866647905,64.58767133352094,Estilo Harman – Usuario general
Headphone.com Legacy,over-ear,Sennheiser PX 200 II,Sennheiser,PX 200 II,5.108388489208633,6.8237565025252325,31.762434974747677,Personalizado – Firma no neutra
Headphone.com Legacy,over-ear,Sennheiser PXC 150,Sennheiser,PXC 150,5.683093525179856,8.854112217804088,11.45887782195912,Alternativo
Headphone.com Legacy,over-ear,Sennheiser PXC 300,Sennheiser,PXC 300,5.403366906474821,8.0742184066136,19.25781593386401,Alternativo
Headphone.com Legacy,over-ear,Sennheiser PXC 350,Sennheiser,PXC 350,3.0216978417266187,4.038132840129504,59.618671598704964,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sennheiser PXC 450,Sennheiser,PXC 450,3.0281438848920863,3.9678687898937572,60.321312101062425,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sennheiser RS 130,Sennheiser,RS 130,7.137654676258993,10.375587375242665,0.0,Alternativo
Headphone.com Legacy,over-ear,Sennheiser RS 160,Sennheiser,RS 160,2.3619712230215826,3.4771459188545992,65.22854081145401,Estilo Harman – Usuario general
Headphone.com Legacy,over-ear,Sennheiser RS 170,Sennheiser,RS 170,3.0184892086330932,3.845196517603854,61.54803482396146,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Sennheiser RS 180,Sennheiser,RS 180,2.9210503597122304,3.5701039422226044,64.29896057777395,Estilo Harman – Usuario general
Innerfidelity,earbud,Sennheiser MX 680,Sennheiser,MX 680,,,,
Innerfidelity,in-ear,Sennheiser CX 1,Sennheiser,CX 1,2.762172661870504,3.575419017552927,64.24580982447074,Estilo Harman – Usuario general
Innerfidelity,in-ear,Sennheiser IE 6,Sennheiser,IE 6,3.5028920863309354,4.535633925694805,54.64366074305195,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sennheiser HD 229,Sennheiser,HD 229,2.3138273381294963,3.0625902658845257,69.37409734115474,Estilo Harman – Usuario general
Innerfidelity,over-ear,Sennheiser HD 25 Aluminum,Sennheiser,HD 25 Aluminum,3.0982733812949643,3.7682093528118505,62.31790647188149,Estilo Harman – Usuario general
Innerfidelity,over-ear,Sennheiser HD 25-1 II B (2012),Sennheiser,HD 45682 II B -2012,2.367323741007194,3.576511402603051,64.23488597396948,Estilo Harman – Usuario general
Innerfidelity,over-ear,Sennheiser HD 25-1 II,Sennheiser,HD 45682 II,4.464661870503598,6.693446252403387,33.065537475966124,Personalizado – Firma no neutra
Innerfidelity,over-ear,Sennheiser HD 250 II,Sennheiser,HD 250 II,1.7384460431654676,2.5546260478990495,74.45373952100951,Estilo Harman – Usuario general
Innerfidelity,over-ear,Sennheiser HD 380 Pro,Sennheiser,HD 380 Pro,2.737223021582734,3.705000606801958,62.949993931980416,Estilo Harman – Usuario general
Innerfidelity,over-ear,Sennheiser HD 414,Sennheiser,HD 414,5.519151079136691,8.108178453988701,18.91821546011299,Alternativo
Innerfidelity,over-ear,Sennheiser HD 471i,Sennheiser,HD 471i,3.41968345323741,5.379561507631314,46.20438492368686,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sennheiser HD 560 Ovation II,Sennheiser,HD 560 Ovation II,4.022287769784172,6.003519339556728,39.96480660443272,Personalizado – Firma no neutra
Innerfidelity,over-ear,Sennheiser HD 565 Ovation,Sennheiser,HD 565 Ovation,4.546978417266187,6.658071177042279,33.419288229577205,Personalizado – Firma no neutra
Innerfidelity,over-ear,Sennheiser HD 575,Sennheiser,HD 575,3.116431654676259,4.526916335740188,54.73083664259812,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sennheiser HD 580,Sennheiser,HD 580,2.9157553956834534,4.2568203589469595,57.4317964105304,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sennheiser HE 60,Sennheiser,HE 60,3.3029352517985613,4.425190025590983,55.74809974409017,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sennheiser PX 100-IIi,Sennheiser,PX 100-IIi,3.4075395683453236,4.91034254252105,50.8965745747895,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sennheiser PX 100,Sennheiser,PX 100,3.118057553956835,4.437617531121625,55.62382468878375,Buen tono – Musical equilibrado
Innerfidelity,over-ear,Sennheiser PX 200-IIi,Sennheiser,PX 200-IIi,5.225726618705036,6.974186360836901,30.258136391630984,Personalizado – Firma no neutra
Innerfidelity,over-ear,Sennheiser Urbanite XL,Sennheiser,Urbanite XL,2.950906474820144,3.6881598617017164,63.11840138298284,Estilo Harman – Usuario general
Innerfidelity,over-ear,Sennheiser Urbanite,Sennheiser,Urbanite,3.9496690647482016,6.351142467893632,36.488575321063685,Personalizado – Firma no neutra
oratory1990,in-ear,Sennheiser CX 3,Sennheiser,CX 3,2.9116546762589928,3.475979692136288,65.24020307863712,Estilo Harman – Usuario general
oratory1990,in-ear,Sennheiser IE 4,Sennheiser,IE 4,5.085194244604317,6.278667835152029,37.21332164847971,Personalizado – Firma no neutra
oratory1990,in-ear,Sennheiser IE 80 S,Sennheiser,IE 80 S,5.020776978417266,6.353937067597759,36.46062932402241,Personalizado – Firma no neutra
oratory1990,in-ear,Sennheiser IE 800 S,Sennheiser,IE 800 S,2.938,4.107806167626628,58.92193832373372,Buen tono – Musical equilibrado
oratory1990,in-ear,Sennheiser OCX 685,Sennheiser,OCX 685,2.7976546762589924,3.6334920278633835,63.66507972136616,Estilo Harman – Usuario general
oratory1990,over-ear,Sennheiser HD 515,Sennheiser,HD 515,3.891179856115108,5.276787214712425,47.23212785287575,Buen tono – Musical equilibrado
oratory1990,over-ear,Sennheiser HD 540 reference-II,Sennheiser,HD 540 reference-II,3.7235683453237414,4.728688351454329,52.71311648545671,Buen tono – Musical equilibrado
oratory1990,over-ear,Sennheiser HD 559,Sennheiser,HD 559,3.855323741007194,4.775314235017992,52.246857649820086,Buen tono – Musical equilibrado
oratory1990,over-ear,Sennheiser HD 630VB,Sennheiser,HD 630VB,4.333597122302158,5.205531493468885,47.94468506531115,Buen tono – Musical equilibrado
oratory1990,over-ear,Sennheiser HD 660S (Dekoni Fenestrated Sheepskin Earpads),Sennheiser,HD 660S,3.542230215827338,5.196685620551711,48.03314379448289,Buen tono – Musical equilibrado
oratory1990,over-ear,Sennheiser HE 1 Orpheus 2,Sennheiser,HE 1 Orpheus 2,1.76463309352518,2.6093716545664165,73.90628345433583,Estilo Harman – Usuario general
oratory1990,over-ear,Sennheiser HE 90 Orpheus,Sennheiser,HE 90 Orpheus,2.6348057553956834,3.6106321214638806,63.893678785361196,Estilo Harman – Usuario general
oratory1990,over-ear,Sennheiser PC 373D,Sennheiser,PC 373D,3.068187050359712,4.788640921023792,52.11359078976208,Buen tono – Musical equilibrado
oratory1990,over-ear,Sennheiser PC37X,Sennheiser,PC37X,3.2053381294964027,5.181447965731465,48.18552034268535,Buen tono – Musical equilibrado
Rtings,in-ear,Sennheiser AMBEO Smart Headset,Sennheiser,AMBEO Smart Headset,3.62978417266187,4.504495308645743,54.95504691354257,Buen tono – Musical equilibrado
Rtings,in-ear,Sennheiser CX Plus True Wireless,Sennheiser,CX Plus True Wireless,2.9699136690647485,3.9582629174602597,60.417370825397406,Buen tono – Musical equilibrado
Rtings,in-ear,Sennheiser CX True Wireless,Sennheiser,CX True Wireless,3.484345323741007,4.106461726799492,58.93538273200508,Buen tono – Musical equilibrado
Rtings,in-ear,Sennheiser CXC-700,Sennheiser,CXC-700,2.571496402877698,3.155515737299582,68.44484262700418,Estilo Harman – Usuario general
Rtings,in-ear,Sennheiser HD1 In-Ear Wireless,Sennheiser,HD1 In-Ear Wireless,4.38958273381295,5.198464659891792,48.01535340108208,Buen tono – Musical equilibrado
Rtings,in-ear,Sennheiser HD1 In-Ear,Sennheiser,HD1 In-Ear,4.256532374100719,5.0386942039158855,49.61305796084115,Buen tono – Musical equilibrado
Rtings,over-ear,Sennheiser HD 25,Sennheiser,HD 25,3.938460431654676,5.106371376338928,48.93628623661072,Buen tono – Musical equilibrado
Rtings,over-ear,Sennheiser HD1 On-Ear,Sennheiser,HD1 On-Ear,3.5974676258992804,4.344424426448492,56.555755735515085,Buen tono – Musical equilibrado
Rtings,over-ear,Sennheiser HD1 Over-Ear,Sennheiser,HD1 Over-Ear,2.4740719424460433,4.546844490428926,54.53155509571074,Buen tono – Musical equilibrado
Rtings,over-ear,Sennheiser HD1 Wireless,Sennheiser,HD1 Wireless,4.226776978417266,5.885929778082472,41.14070221917528,Personalizado – Firma no neutra
Rtings,over-ear,Sennheiser PXC 250 II,Sennheiser,PXC 250 II,4.568589928057554,5.965332810461487,40.34667189538513,Personalizado – Firma no neutra
Rtings,over-ear,Sennheiser RS 165,Sennheiser,RS 165,2.7585755395683456,4.065589889681341,59.34410110318659,Buen tono – Musical equilibrado
Rtings,over-ear,Sennheiser RS 175,Sennheiser,RS 175,3.6773525179856112,4.4332949566504,55.667050433496,Buen tono – Musical equilibrado
Rtings,over-ear,Sennheiser RS 185,Sennheiser,RS 185,2.732676258992806,3.5675119395523995,64.32488060447601,Estilo Harman – Usuario general
Rtings,over-ear,Sennheiser RS 195,Sennheiser,RS 195,3.827625899280575,4.615469141450677,53.84530858549323,Buen tono – Musical equilibrado
Rtings,over-ear,Sennheiser SC 160 USB-C,Sennheiser,SC 160 USB-C,4.177841726618705,5.659516871873569,43.40483128126431,Personalizado – Firma no neutra
Headphone.com Legacy,in-ear,Shure SE110,Shure,SE110,5.747237410071943,7.608451992791879,23.91548007208121,Personalizado – Firma no neutra
Headphone.com Legacy,in-ear,Shure SE210,Shure,SE210,5.571928057553957,8.325496964880248,16.745030351197528,Alternativo
Headphone.com Legacy,in-ear,Shure SE310,Shure,SE310,5.564489208633093,7.354269019131364,26.45730980868636,Personalizado – Firma no neutra
Headphone.com Legacy,in-ear,Shure SE420,Shure,SE420,5.05863309352518,7.577297585883503,24.227024141164975,Personalizado – Firma no neutra
oratory1990,in-ear,Shure KSE1200,Shure,KSE1200,3.416906474820144,4.796067018810398,52.03932981189602,Buen tono – Musical equilibrado
oratory1990,in-ear,Shure KSE1500,Shure,KSE1500,2.8227625899280575,4.051076311373996,59.48923688626004,Buen tono – Musical equilibrado
oratory1990,in-ear,Shure SE112,Shure,SE112,4.014892086330935,5.945509556370428,40.54490443629572,Personalizado – Firma no neutra
oratory1990,over-ear,Shure SRH440A,Shure,SRH440A,2.9696402877697845,3.7204913421936796,62.795086578063206,Estilo Harman – Usuario general
oratory1990,over-ear,Shure SRH840A,Shure,SRH840A,3.3333956834532374,4.093337541690866,59.06662458309134,Buen tono – Musical equilibrado
Rtings,over-ear,Shure AONIC 50 Gen 2,Shure,AONIC 50 Gen 2,3.0415107913669064,3.6887802862192807,63.11219713780719,Estilo Harman – Usuario general
Headphone.com Legacy,in-ear,Skullcandy Smokin Buds- Mic'd,Skullcandy,Smokin Buds- Mic'd,3.5512661870503597,4.517017749856423,54.82982250143577,Buen tono – Musical equilibrado
Headphone.com Legacy,over-ear,Skullcandy Aviators,Skullcandy,Aviators,6.511122302158273,7.3203686957506875,26.796313042493125,Personalizado – Firma no neutra
Headphone.com Legacy,over-ear,Skullcandy Hesh NBA,Skullcandy,Hesh NBA,7.7151366906474825,11.315204388773198,0.0,Alternativo
Headphone.com Legacy,over-ear,Skullcandy Hesh,Skullcandy,Hesh,7.7151366906474825,11.315204388773198,0.0,Alternativo
