Frecuencia_Hz,Electrónica_dB,HipHop_dB,Clásica_dB,Gaming_dB,Podcast_dB,Rock_dB,Regueton_dB,Pop_dB,Jazz_dB,Metal_dB,Trap_dB
860.02,-0.27996,0.27996,0.72004,0.72004,3.44008,1.72004,-1.72004,0.72004,1.72004,2.72004,-0.72004
868.62,-0.26276,0.26276,0.73724,0.73724,3.47448,1.73724,-1.73724,0.73724,1.73724,2.73724,-0.73724
877.31,-0.24538000000000004,0.24538000000000004,0.75462,0.75462,3.50924,1.75462,-1.75462,0.75462,1.75462,2.75462,-0.75462
886.08,-0.22783999999999993,0.22783999999999993,0.7721600000000001,0.7721600000000001,3.54432,1.77216,-1.77216,0.7721600000000001,1.77216,2.77216,-0.7721600000000001
894.94,-0.21011999999999986,0.21011999999999986,0.7898800000000001,0.7898800000000001,3.5797600000000003,1.7898800000000001,-1.7898800000000001,0.7898800000000001,1.7898800000000001,2.78988,-0.7898800000000001
903.89,-0.19222000000000006,0.19222000000000006,0.8077799999999999,0.8077799999999999,3.61556,1.80778,-1.80778,0.8077799999999999,1.80778,2.80778,-0.8077799999999999
912.93,-0.17414000000000007,0.17414000000000007,0.8258599999999999,0.8258599999999999,3.65172,1.82586,-1.82586,0.8258599999999999,1.82586,2.82586,-0.8258599999999999
922.06,-0.15588000000000013,0.15588000000000013,0.8441199999999999,0.8441199999999999,3.6882399999999995,1.8441199999999998,-1.8441199999999998,0.8441199999999999,1.8441199999999998,2.8441199999999998,-0.8441199999999999
931.28,-0.13744,0.13744,0.86256,0.86256,3.72512,1.86256,-1.86256,0.86256,1.86256,2.86256,-0.86256
940.59,-0.11881999999999993,0.11881999999999993,0.8811800000000001,0.8811800000000001,3.76236,1.88118,-1.88118,0.8811800000000001,1.88118,2.88118,-0.8811800000000001
950.0,-0.09999999999999998,0.09999999999999998,0.9,0.9,3.8,1.9,-1.9,0.9,1.9,2.9,-0.9
959.5,-0.08099999999999996,0.08099999999999996,0.919,0.919,3.838,1.919,-1.919,0.919,1.919,2.919,-0.919
969.09,-0.061819999999999875,0.061819999999999875,0.9381800000000001,0.9381800000000001,3.87636,1.93818,-1.93818,0.9381800000000001,1.93818,2.93818,-0.9381800000000001
978.78,-0.04244000000000003,0.04244000000000003,0.95756,0.95756,3.91512,1.95756,-1.95756,0.95756,1.95756,2.95756,-0.95756
988.57,-0.02285999999999988,0.02285999999999988,0.9771400000000001,0.9771400000000001,3.9542800000000002,1.9771400000000001,-1.9771400000000001,0.9771400000000001,1.9771400000000001,2.9771400000000003,-0.9771400000000001
998.46,-0.0030799999999998606,0.0030799999999998606,0.9969200000000001,0.9969200000000001,3.9938400000000005,1.9969200000000003,-1.9969200000000003,0.9969200000000001,1.9969200000000003,2.9969200000000003,-0.9969200000000001
1008.44,0.0028133333333333513,-0.0028133333333333513,1.0028133333333333,1.0056266666666667,4.00422,2.00422,-1.99156,1.0042200000000001,2.00422,3.00422,-1.0
1018.53,0.006176666666666658,-0.006176666666666658,1.0061766666666667,1.0123533333333332,4.009265,2.009265,-1.98147,1.009265,2.009265,3.009265,-1.0
1028.71,0.009570000000000013,-0.009570000000000013,1.00957,1.01914,4.014355,2.014355,-1.97129,1.0143550000000001,2.014355,3.014355,-1.0
1039.0,0.013,-0.013,1.013,1.026,4.0195,2.0195,-1.961,1.0195,2.0195,3.0195,-1.0
1049.39,0.016463333333333365,-0.016463333333333365,1.0164633333333333,1.0329266666666668,4.024695,2.024695,-1.95061,1.0246950000000001,2.024695,3.024695,-1.0
1059.88,0.019960000000000037,-0.019960000000000037,1.01996,1.0399200000000002,4.02994,2.02994,-1.9401199999999998,1.02994,2.02994,3.02994,-1.0
1070.48,0.02349333333333334,-0.02349333333333334,1.0234933333333334,1.0469866666666667,4.03524,2.03524,-1.92952,1.03524,2.03524,3.03524,-1.0
1081.19,0.02706333333333335,-0.02706333333333335,1.0270633333333334,1.0541266666666667,4.040595,2.040595,-1.91881,1.040595,2.040595,3.040595,-1.0
1092.0,0.030666666666666665,-0.030666666666666665,1.0306666666666666,1.0613333333333332,4.046,2.046,-1.908,1.046,2.046,3.046,-1.0
1102.92,0.03430666666666669,-0.03430666666666669,1.0343066666666667,1.0686133333333334,4.05146,2.05146,-1.8970799999999999,1.05146,2.05146,3.05146,-1.0
1113.95,0.03798333333333335,-0.03798333333333335,1.0379833333333333,1.0759666666666667,4.056975,2.056975,-1.88605,1.056975,2.056975,3.056975,-1.0
1125.09,0.04169666666666664,-0.04169666666666664,1.0416966666666667,1.0833933333333332,4.062545,2.062545,-1.87491,1.062545,2.062545,3.062545,-1.0
1136.34,0.045446666666666635,-0.045446666666666635,1.0454466666666666,1.0908933333333333,4.06817,2.06817,-1.86366,1.06817,2.06817,3.06817,-1.0
1147.7,0.049233333333333344,-0.049233333333333344,1.0492333333333332,1.0984666666666667,4.07385,2.07385,-1.8523,1.07385,2.07385,3.07385,-1.0
1159.18,0.05306000000000002,-0.05306000000000002,1.05306,1.10612,4.07959,2.07959,-1.84082,1.07959,2.07959,3.07959,-1.0
1170.77,0.056923333333333326,-0.056923333333333326,1.0569233333333332,1.1138466666666667,4.085385,2.085385,-1.82923,1.085385,2.085385,3.085385,-1.0
1182.48,0.06082666666666667,-0.06082666666666667,1.0608266666666666,1.1216533333333334,4.09124,2.09124,-1.81752,1.09124,2.09124,3.09124,-1.0
1194.3,0.06476666666666665,-0.06476666666666665,1.0647666666666666,1.1295333333333333,4.09715,2.09715,-1.8057,1.09715,2.09715,3.09715,-1.0
1206.25,0.06874999999999999,-0.06874999999999999,1.06875,1.1375,4.103125,2.103125,-1.79375,1.103125,2.103125,3.103125,-1.0
1218.31,0.07276999999999997,-0.07276999999999997,1.07277,1.14554,4.109155,2.109155,-1.78169,1.109155,2.109155,3.109155,-1.0
1230.49,0.07683,-0.07683,1.07683,1.15366,4.115245,2.115245,-1.76951,1.115245,2.115245,3.115245,-1.0
1242.8,0.08093333333333332,-0.08093333333333332,1.0809333333333333,1.1618666666666666,4.1214,2.1214,-1.7572,1.1214,2.1214,3.1214,-1.0
1255.22,0.08507333333333333,-0.08507333333333333,1.0850733333333333,1.1701466666666667,4.12761,2.1276100000000002,-1.74478,1.12761,2.1276100000000002,3.1276100000000002,-1.0
1267.78,0.08925999999999999,-0.08925999999999999,1.08926,1.17852,4.13389,2.13389,-1.73222,1.13389,2.13389,3.13389,-1.0
1280.45,0.09348333333333335,-0.09348333333333335,1.0934833333333334,1.1869666666666667,4.140225,2.140225,-1.71955,1.140225,2.140225,3.140225,-1.0
1293.26,0.09775333333333333,-0.09775333333333333,1.0977533333333334,1.1955066666666667,4.14663,2.14663,-1.70674,1.14663,2.14663,3.14663,-1.0
1306.19,0.10206333333333335,-0.10206333333333335,1.1020633333333334,1.2041266666666668,4.153095,2.153095,-1.69381,1.153095,2.153095,3.153095,-1.0
1319.25,0.10641666666666666,-0.10641666666666666,1.1064166666666666,1.2128333333333332,4.159625,2.159625,-1.68075,1.1596250000000001,2.159625,3.159625,-1.0
1332.45,0.11081666666666667,-0.11081666666666667,1.1108166666666666,1.2216333333333333,4.166225,2.166225,-1.6675499999999999,1.166225,2.166225,3.166225,-1.0
1345.77,0.11525666666666666,-0.11525666666666666,1.1152566666666666,1.2305133333333333,4.172885,2.172885,-1.65423,1.172885,2.172885,3.172885,-1.0
1359.23,0.11974333333333334,-0.11974333333333334,1.1197433333333333,1.2394866666666666,4.179615,2.179615,-1.6407699999999998,1.179615,2.179615,3.179615,-1.0
1372.82,0.1242733333333333,-0.1242733333333333,1.1242733333333332,1.2485466666666667,4.18641,2.18641,-1.62718,1.18641,2.18641,3.18641,-1.0
1386.55,0.12885,-0.12885,1.12885,1.2577,4.193275,2.193275,-1.61345,1.1932749999999999,2.193275,3.193275,-1.0
1400.41,0.13347000000000003,-0.13347000000000003,1.13347,1.26694,4.200205,2.200205,-1.5995899999999998,1.200205,2.200205,3.200205,-1.0
1414.42,0.13814,-0.13814,1.13814,1.27628,4.20721,2.20721,-1.58558,1.2072100000000001,2.20721,3.20721,-1.0
1428.56,0.1428533333333333,-0.1428533333333333,1.1428533333333333,1.2857066666666666,4.21428,2.21428,-1.57144,1.21428,2.21428,3.21428,-1.0
1442.85,0.14761666666666662,-0.14761666666666662,1.1476166666666665,1.2952333333333332,4.221425,2.221425,-1.55715,1.221425,2.221425,3.221425,-1.0
1457.28,0.15242666666666665,-0.15242666666666665,1.1524266666666667,1.3048533333333334,4.22864,2.22864,-1.54272,1.22864,2.22864,3.22864,-1.0
1471.85,0.1572833333333333,-0.1572833333333333,1.1572833333333332,1.3145666666666667,4.235925,2.235925,-1.5281500000000001,1.235925,2.235925,3.235925,-1.0
1486.57,0.16218999999999997,-0.16218999999999997,1.16219,1.32438,4.243285,2.243285,-1.51343,1.243285,2.243285,3.243285,-1.0
1501.43,0.16714333333333334,-0.16714333333333334,1.1671433333333334,1.3342866666666666,4.250715,2.250715,-1.49857,1.250715,2.250715,3.250715,-1.0
1516.45,0.17215,-0.17215,1.17215,1.3443,4.258225,2.258225,-1.48355,1.258225,2.258225,3.258225,-1.0
1531.61,0.1772033333333333,-0.1772033333333333,1.1772033333333334,1.3544066666666665,4.265805,2.265805,-1.46839,1.2658049999999998,2.265805,3.265805,-1.0
1546.93,0.18231000000000003,-0.18231000000000003,1.18231,1.36462,4.273465,2.273465,-1.4530699999999999,1.273465,2.273465,3.273465,-1.0
1562.4,0.1874666666666667,-0.1874666666666667,1.1874666666666667,1.3749333333333333,4.2812,2.2812,-1.4375999999999998,1.2812000000000001,2.2812,3.2812,-1.0
1578.02,0.1926733333333333,-0.1926733333333333,1.1926733333333333,1.3853466666666665,4.28901,2.28901,-1.42198,1.28901,2.28901,3.28901,-1.0
1593.8,0.19793333333333332,-0.19793333333333332,1.1979333333333333,1.3958666666666666,4.2969,2.2969,-1.4062000000000001,1.2969,2.2969,3.2969,-1.0
1609.74,0.20324666666666666,-0.20324666666666666,1.2032466666666666,1.4064933333333334,4.30487,2.30487,-1.39026,1.30487,2.30487,3.30487,-1.0
1625.84,0.2086133333333333,-0.2086133333333333,1.2086133333333333,1.4172266666666666,4.31292,2.31292,-1.37416,1.31292,2.31292,3.31292,-1.0
1642.1,0.2140333333333333,-0.2140333333333333,1.2140333333333333,1.4280666666666666,4.32105,2.32105,-1.3579,1.32105,2.32105,3.32105,-1.0
1658.52,0.21950666666666666,-0.21950666666666666,1.2195066666666667,1.4390133333333333,4.32926,2.32926,-1.34148,1.32926,2.32926,3.32926,-1.0
1675.1,0.2250333333333333,-0.2250333333333333,1.2250333333333332,1.4500666666666666,4.33755,2.33755,-1.3249,1.33755,2.33755,3.33755,-1.0
1691.85,0.23061666666666664,-0.23061666666666664,1.2306166666666667,1.4612333333333334,4.345925,2.345925,-1.30815,1.345925,2.345925,3.345925,-1.0
1708.77,0.23625666666666664,-0.23625666666666664,1.2362566666666666,1.4725133333333333,4.354385,2.354385,-1.29123,1.354385,2.354385,3.354385,-1.0
1725.86,0.2419533333333333,-0.2419533333333333,1.2419533333333332,1.4839066666666665,4.36293,2.36293,-1.27414,1.36293,2.36293,3.36293,-1.0
1743.12,0.24770666666666663,-0.24770666666666663,1.2477066666666667,1.4954133333333333,4.37156,2.37156,-1.2568800000000002,1.37156,2.37156,3.37156,-1.0
1760.55,0.25351666666666667,-0.25351666666666667,1.2535166666666666,1.5070333333333332,4.380275,2.380275,-1.2394500000000002,1.380275,2.380275,3.380275,-1.0
1778.15,0.25938333333333335,-0.25938333333333335,1.2593833333333333,1.5187666666666666,4.389075,2.389075,-1.2218499999999999,1.389075,2.389075,3.389075,-1.0
1795.94,0.26531333333333335,-0.26531333333333335,1.2653133333333333,1.5306266666666666,4.39797,2.39797,-1.20406,1.39797,2.39797,3.39797,-1.0
1813.9,0.27130000000000004,-0.27130000000000004,1.2713,1.5426000000000002,4.40695,2.40695,-1.1861,1.4069500000000001,2.40695,3.40695,-1.0
1832.03,0.27734333333333333,-0.27734333333333333,1.2773433333333333,1.5546866666666666,4.416015,2.416015,-1.16797,1.416015,2.416015,3.416015,-1.0
1850.36,0.2834533333333333,-0.2834533333333333,1.2834533333333333,1.5669066666666667,4.42518,2.42518,-1.1496400000000002,1.42518,2.42518,3.42518,-1.0
1868.86,0.28961999999999993,-0.28961999999999993,1.28962,1.57924,4.43443,2.43443,-1.13114,1.4344299999999999,2.43443,3.43443,-1.0
1887.55,0.29585,-0.29585,1.29585,1.5917,4.443775,2.443775,-1.11245,1.443775,2.443775,3.443775,-1.0
1906.42,0.30214,-0.30214,1.30214,1.6042800000000002,4.45321,2.45321,-1.0935799999999998,1.4532100000000001,2.45321,3.45321,-1.0
1925.49,0.30849666666666664,-0.30849666666666664,1.3084966666666666,1.6169933333333333,4.462745,2.462745,-1.07451,1.462745,2.462745,3.462745,-1.0
1944.74,0.3149133333333333,-0.3149133333333333,1.3149133333333334,1.6298266666666668,4.47237,2.47237,-1.05526,1.47237,2.47237,3.47237,-1.0
1964.19,0.32139666666666666,-0.32139666666666666,1.3213966666666668,1.6427933333333333,4.482095,2.482095,-1.03581,1.4820950000000002,2.482095,3.482095,-1.0
1983.83,0.3279433333333333,-0.3279433333333333,1.3279433333333333,1.6558866666666665,4.491915,2.491915,-1.01617,1.491915,2.491915,3.491915,-1.0
2003.67,0.33455666666666667,-0.33455666666666667,1.3345566666666666,1.6691133333333332,4.501835,2.501835,-0.9963299999999999,1.501835,2.501835,3.501835,-1.0
2023.71,0.3412366666666667,-0.3412366666666667,1.3412366666666666,1.6824733333333333,4.511855,2.511855,-0.9762899999999999,1.5118550000000002,2.511855,3.511855,-1.0
2043.94,0.34798,-0.34798,1.34798,1.69596,4.52197,2.52197,-0.9560599999999999,1.52197,2.52197,3.52197,-1.0
2064.38,0.35479333333333335,-0.35479333333333335,1.3547933333333333,1.7095866666666666,4.53219,2.53219,-0.9356199999999999,1.53219,2.53219,3.53219,-1.0
2085.03,0.3616766666666667,-0.3616766666666667,1.3616766666666666,1.7233533333333333,4.542515,2.542515,-0.9149699999999998,1.542515,2.542515,3.542515,-1.0
2105.88,0.3686266666666667,-0.3686266666666667,1.3686266666666667,1.7372533333333333,4.55294,2.55294,-0.8941199999999998,1.55294,2.55294,3.55294,-1.0
2126.94,0.3756466666666667,-0.3756466666666667,1.3756466666666667,1.7512933333333334,4.56347,2.56347,-0.87306,1.5634700000000001,2.56347,3.56347,-1.0
2148.2,0.38273333333333326,-0.38273333333333326,1.3827333333333334,1.7654666666666665,4.5741,2.5741,-0.8518000000000001,1.5741,2.5741,3.5741,-1.0
2169.69,0.38989666666666667,-0.38989666666666667,1.3898966666666666,1.7797933333333333,4.584845,2.584845,-0.8303099999999999,1.584845,2.584845,3.584845,-1.0
2191.38,0.3971266666666667,-0.3971266666666667,1.3971266666666666,1.7942533333333333,4.59569,2.5956900000000003,-0.8086199999999999,1.59569,2.5956900000000003,3.5956900000000003,-1.0
2213.3,0.40443333333333337,-0.40443333333333337,1.4044333333333334,1.8088666666666668,4.60665,2.60665,-0.7866999999999997,1.6066500000000001,2.60665,3.60665,-1.0
2235.43,0.41180999999999995,-0.41180999999999995,1.41181,1.82362,4.617715,2.617715,-0.7645700000000002,1.617715,2.617715,3.617715,-1.0
2257.78,0.4192600000000001,-0.4192600000000001,1.41926,1.8385200000000002,4.62889,2.62889,-0.7422199999999999,1.6288900000000002,2.62889,3.62889,-1.0
2280.36,0.4267866666666667,-0.4267866666666667,1.4267866666666666,1.8535733333333333,4.64018,2.64018,-0.7196399999999998,1.64018,2.64018,3.64018,-1.0
2303.17,0.43439,-0.43439,1.43439,1.86878,4.651585,2.651585,-0.6968299999999998,1.651585,2.651585,3.651585,-1.0
2326.2,0.4420666666666666,-0.4420666666666666,1.4420666666666666,1.8841333333333332,4.6631,2.6631,-0.6738000000000002,1.6631,2.6631,3.6631,-1.0
2349.46,0.44982,-0.44982,1.4498199999999999,1.89964,4.67473,2.6747300000000003,-0.6505399999999999,1.67473,2.6747300000000003,3.6747300000000003,-1.0
2372.95,0.45764999999999995,-0.45764999999999995,1.45765,1.9152999999999998,4.686475,2.6864749999999997,-0.6270500000000001,1.686475,2.6864749999999997,3.6864749999999997,-1.0
2396.68,0.4655599999999999,-0.4655599999999999,1.46556,1.93112,4.69834,2.69834,-0.6033200000000001,1.69834,2.69834,3.69834,-1.0
2420.65,0.47355,-0.47355,1.47355,1.9471,4.710325,2.710325,-0.5793499999999998,1.710325,2.710325,3.710325,-1.0
2444.86,0.48162000000000005,-0.48162000000000005,1.48162,1.96324,4.72243,2.72243,-0.5551399999999997,1.7224300000000001,2.72243,3.72243,-1.0
2469.31,0.48977,-0.48977,1.48977,1.97954,4.734655,2.734655,-0.5306900000000001,1.734655,2.734655,3.734655,-1.0
2494.0,0.498,-0.498,1.498,1.996,4.747,2.747,-0.506,1.7469999999999999,2.747,3.747,-1.0
2518.94,0.5063133333333333,-0.5063133333333333,1.5063133333333334,2.012626666666667,4.75947,2.7594700000000003,-0.4810599999999998,1.75947,2.7594700000000003,3.7594700000000003,-1.0
2544.13,0.51471,-0.51471,1.51471,2.02942,4.7720650000000004,2.772065,-0.4558699999999998,1.772065,2.772065,3.772065,-1.0
2569.57,0.52319,-0.52319,1.52319,2.04638,4.784785,2.7847850000000003,-0.43042999999999987,1.784785,2.7847850000000003,3.7847850000000003,-1.0
2595.27,0.5317566666666667,-0.5317566666666667,1.5317566666666667,2.0635133333333333,4.797635,2.797635,-0.40473000000000003,1.797635,2.797635,3.797635,-1.0
2621.22,0.5404066666666666,-0.5404066666666666,1.5404066666666667,2.0808133333333334,4.81061,2.81061,-0.3787800000000001,1.81061,2.81061,3.81061,-1.0
2647.43,0.5491433333333332,-0.5491433333333332,1.5491433333333333,2.0982866666666666,4.823715,2.823715,-0.35257000000000005,1.823715,2.823715,3.823715,-1.0
2673.9,0.5579666666666667,-0.5579666666666667,1.5579666666666667,2.1159333333333334,4.83695,2.83695,-0.32609999999999983,1.83695,2.83695,3.83695,-1.0
2700.64,0.5668799999999999,-0.5668799999999999,1.5668799999999998,2.1337599999999997,4.85032,2.85032,-0.29936000000000007,1.85032,2.85032,3.85032,-1.0
2727.65,0.5758833333333333,-0.5758833333333333,1.5758833333333333,2.1517666666666666,4.863825,2.8638250000000003,-0.27234999999999987,1.863825,2.8638250000000003,3.8638250000000003,-1.0
2754.93,0.5849766666666666,-0.5849766666666666,1.5849766666666665,2.169953333333333,4.877465,2.877465,-0.24507000000000012,1.877465,2.877465,3.877465,-1.0
2782.48,0.59416,-0.59416,1.59416,2.18832,4.89124,2.89124,-0.21751999999999994,1.89124,2.89124,3.89124,-1.0
2810.3,0.6034333333333334,-0.6034333333333334,1.6034333333333333,2.2068666666666665,4.90515,2.90515,-0.18969999999999976,1.9051500000000001,2.90515,3.90515,-1.0
2838.4,0.6128,-0.6128,1.6128,2.2256,4.9192,2.9192,-0.16159999999999997,1.9192,2.9192,3.9192,-1.0
2866.79,0.6222633333333333,-0.6222633333333333,1.6222633333333332,2.2445266666666663,4.933395,2.933395,-0.13321000000000005,1.933395,2.933395,3.933395,-1.0
2895.46,0.6318199999999999,-0.6318199999999999,1.6318199999999998,2.2636399999999997,4.94773,2.94773,-0.10453999999999986,1.94773,2.94773,3.94773,-1.0
2924.41,0.64147,-0.64147,1.64147,2.28294,4.962205,2.962205,-0.07559000000000005,1.962205,2.962205,3.962205,-1.0
2953.65,0.6512166666666667,-0.6512166666666667,1.6512166666666666,2.302433333333333,4.976825,2.976825,-0.04634999999999989,1.976825,2.976825,3.976825,-1.0
2983.19,0.6610633333333333,-0.6610633333333333,1.6610633333333333,2.3221266666666667,4.991595,2.9915950000000002,-0.01680999999999999,1.991595,2.9915950000000002,3.9915950000000002,-1.0
3013.02,0.6710066666666666,-0.6710066666666666,1.6710066666666665,2.342013333333333,4.98698,2.99566,0.013020000000000032,2.00434,2.99783,4.0,-1.0
3043.15,0.68105,-0.68105,1.68105,2.3621,4.95685,2.9856166666666666,0.043150000000000244,2.0143833333333334,2.9928083333333335,4.0,-1.0
3073.58,0.6911933333333333,-0.6911933333333333,1.6911933333333333,2.3823866666666667,4.92642,2.9754733333333334,0.07357999999999976,2.0245266666666666,2.9877366666666667,4.0,-1.0
3104.32,0.7014400000000001,-0.7014400000000001,1.70144,2.40288,4.89568,2.9652266666666667,0.10432000000000041,2.0347733333333333,2.982613333333333,4.0,-1.0
3135.36,0.7117866666666667,-0.7117866666666667,1.7117866666666668,2.4235733333333336,4.86464,2.95488,0.13536000000000037,2.04512,2.97744,4.0,-1.0
3166.72,0.7222399999999999,-0.7222399999999999,1.7222399999999998,2.4444799999999995,4.83328,2.9444266666666667,0.16671999999999976,2.0555733333333333,2.9722133333333334,4.0,-1.0
3198.38,0.7327933333333333,-0.7327933333333333,1.7327933333333334,2.465586666666667,4.80162,2.933873333333333,0.19838000000000022,2.066126666666667,2.9669366666666668,4.0,-1.0
3230.37,0.7434566666666667,-0.7434566666666667,1.7434566666666667,2.4869133333333333,4.76963,2.92321,0.23036999999999974,2.07679,2.961605,4.0,-1.0
3262.67,0.7542233333333334,-0.7542233333333334,1.7542233333333335,2.508446666666667,4.73733,2.9124433333333335,0.26266999999999996,2.0875566666666665,2.9562216666666665,4.0,-1.0
3295.3,0.7651,-0.7651,1.7651,2.5302,4.7047,2.9015666666666666,0.2953000000000001,2.0984333333333334,2.9507833333333333,4.0,-1.0
3328.25,0.7760833333333333,-0.7760833333333333,1.7760833333333332,2.5521666666666665,4.67175,2.8905833333333333,0.32825000000000015,2.1094166666666667,2.945291666666667,4.0,-1.0
3361.53,0.7871766666666667,-0.7871766666666667,1.7871766666666669,2.5743533333333337,4.63847,2.87949,0.36153000000000013,2.12051,2.939745,4.0,-1.0
3395.15,0.7983833333333333,-0.7983833333333333,1.7983833333333332,2.5967666666666664,4.60485,2.8682833333333333,0.3951500000000001,2.1317166666666667,2.9341416666666666,4.0,-1.0
3429.1,0.8097,-0.8097,1.8096999999999999,2.6193999999999997,4.5709,2.8569666666666667,0.42910000000000004,2.1430333333333333,2.9284833333333333,4.0,-1.0
3463.39,0.8211299999999999,-0.8211299999999999,1.82113,2.64226,4.5366100000000005,2.845536666666667,0.46338999999999997,2.154463333333333,2.9227683333333334,4.0,-1.0
3498.03,0.8326766666666667,-0.8326766666666667,1.8326766666666667,2.6653533333333335,4.50197,2.83399,0.4980300000000004,2.16601,2.916995,4.0,-1.0
3533.01,0.8443366666666667,-0.8443366666666667,1.8443366666666667,2.6886733333333335,4.46699,2.82233,0.5330100000000004,2.17767,2.911165,4.0,-1.0
3568.34,0.8561133333333334,-0.8561133333333334,1.8561133333333335,2.712226666666667,4.43166,2.8105533333333335,0.5683400000000001,2.1894466666666665,2.9052766666666665,4.0,-1.0
3604.02,0.8680066666666666,-0.8680066666666666,1.8680066666666666,2.736013333333333,4.39598,2.79866,0.6040200000000002,2.20134,2.89933,4.0,-1.0
3640.06,0.8800199999999999,-0.8800199999999999,1.88002,2.76004,4.35994,2.7866466666666665,0.6400600000000001,2.2133533333333335,2.8933233333333335,4.0,-1.0
3676.46,0.8921533333333334,-0.8921533333333334,1.8921533333333334,2.7843066666666667,4.3235399999999995,2.774513333333333,0.6764600000000001,2.225486666666667,2.8872566666666666,4.0,-1.0
3713.22,0.9044066666666666,-0.9044066666666666,1.9044066666666666,2.808813333333333,4.28678,2.76226,0.7132199999999997,2.23774,2.88113,4.0,-1.0
3750.36,0.9167866666666666,-0.9167866666666666,1.9167866666666666,2.8335733333333333,4.249639999999999,2.74988,0.7503600000000001,2.25012,2.87494,4.0,-1.0
3787.86,0.9292866666666667,-0.9292866666666667,1.9292866666666666,2.858573333333333,4.21214,2.73738,0.7878600000000002,2.26262,2.86869,4.0,-1.0
3825.74,0.9419133333333333,-0.9419133333333333,1.9419133333333334,2.8838266666666668,4.17426,2.7247533333333336,0.8257399999999997,2.2752466666666664,2.8623766666666666,4.0,-1.0
3864.0,0.9546666666666667,-0.9546666666666667,1.9546666666666668,2.9093333333333335,4.136,2.712,0.8639999999999999,2.288,2.856,4.0,-1.0
3902.64,0.9675466666666666,-0.9675466666666666,1.9675466666666666,2.935093333333333,4.09736,2.69912,0.9026399999999999,2.30088,2.84956,4.0,-1.0
3941.66,0.9805533333333333,-0.9805533333333333,1.9805533333333334,2.9611066666666668,4.05834,2.6861133333333336,0.9416599999999997,2.3138866666666664,2.8430566666666666,4.0,-1.0
3981.08,0.9936933333333333,-0.9936933333333333,1.9936933333333333,2.9873866666666666,4.01892,2.672973333333333,0.98108,2.327026666666667,2.8364866666666666,4.0,-1.0
4020.89,1.010445,-1.0052225,1.9947775,3.010445,3.9791100000000004,2.6597033333333333,1.0156675,2.3402966666666667,2.829851666666667,4.0,-0.9947775
4061.1,1.0305499999999999,-1.015275,1.984725,3.03055,3.9389000000000003,2.6463,1.045825,2.3537,2.82315,4.0,-0.9847250000000001
4101.71,1.050855,-1.0254275,1.9745725,3.050855,3.8982900000000003,2.632763333333333,1.0762825,2.367236666666667,2.8163816666666666,4.0,-0.9745725
4142.73,1.0713649999999997,-1.0356824999999998,1.9643175000000002,3.0713649999999997,3.8572700000000006,2.61909,1.1070474999999997,2.38091,2.809545,4.0,-0.9643175000000002
4184.15,1.092075,-1.0460375,1.9539625,3.092075,3.81585,2.6052833333333334,1.1381124999999996,2.3947166666666666,2.8026416666666667,4.0,-0.9539625
4226.0,1.113,-1.0565,1.9435,3.113,3.774,2.5913333333333335,1.1695,2.4086666666666665,2.7956666666666665,4.0,-0.9435
4268.26,1.13413,-1.0670650000000002,1.9329349999999998,3.1341300000000003,3.73174,2.5772466666666665,1.2011950000000002,2.4227533333333335,2.7886233333333332,4.0,-0.932935
4310.94,1.1554699999999998,-1.0777349999999999,1.9222650000000001,3.1554699999999998,3.6890600000000004,2.5630200000000003,1.2332049999999997,2.4369799999999997,2.78151,4.0,-0.9222650000000001
4354.05,1.177025,-1.0885125,1.9114875,3.177025,3.64595,2.54865,1.2655375000000002,2.45135,2.774325,4.0,-0.9114875
4397.59,1.198795,-1.0993975,1.9006025,3.198795,3.60241,2.5341366666666665,1.2981925,2.4658633333333335,2.7670683333333335,4.0,-0.9006025
4441.56,1.2207800000000002,-1.1103900000000002,1.8896099999999998,3.2207800000000004,3.5584399999999996,2.5194799999999997,1.3311700000000002,2.4805200000000003,2.75974,4.0,-0.8896099999999999
4485.98,1.2429899999999998,-1.121495,1.878505,3.24299,3.5140200000000004,2.5046733333333333,1.3644849999999997,2.4953266666666667,2.752336666666667,4.0,-0.8785050000000001
4530.84,1.2654200000000002,-1.13271,1.86729,3.26542,3.4691599999999996,2.48972,1.39813,2.51028,2.74486,4.0,-0.8672899999999999
4576.15,1.2880749999999999,-1.1440374999999998,1.8559625000000002,3.2880749999999996,3.4238500000000003,2.474616666666667,1.4321124999999997,2.525383333333333,2.7373083333333335,4.0,-0.8559625000000001
4621.91,1.3109549999999999,-1.1554775,1.8445225,3.310955,3.3780900000000003,2.459363333333333,1.4664324999999998,2.540636666666667,2.7296816666666666,4.0,-0.8445225000000001
4668.13,1.334065,-1.1670325,1.8329675,3.334065,3.33187,2.4439566666666668,1.5010975000000002,2.5560433333333332,2.7219783333333334,4.0,-0.8329675
4714.81,1.3574050000000002,-1.1787025,1.8212975,3.357405,3.2851899999999996,2.4283966666666665,1.5361075000000004,2.5716033333333335,2.714198333333333,4.0,-0.8212974999999999
4761.96,1.38098,-1.19049,1.80951,3.38098,3.23804,2.41268,1.5714700000000001,2.58732,2.70634,4.0,-0.80951
4809.58,1.40479,-1.202395,1.797605,3.40479,3.19042,2.3968066666666665,1.6071849999999999,2.6031933333333335,2.6984033333333333,4.0,-0.797605
